id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
414,3,42,29,1,0,0,4,15,4,0.8,11.7,449.9926154
415,0,23,3,1,0,0,0,5,4,0.2,10.4,179.2024424
416,3,55,27,1,0,0,1,35,8,1.7,17.4,546.6560934
417,0,25,13,2,1,1,0,1,6,2.5,11.8,262.7500641
418,2,45,16,1,0,0,0,27,7,0.6,12.8,386.3909029
419,3,55,38,2,1,1,2,33,6,1.7,11.7,504.5614852
420,1,30,14,1,1,0,2,8,13,1.5,5.9,418.6139337
421,2,43,11,2,0,0,0,25,0,0.6,7.4,325.8662589
422,1,47,46,2,0,0,1,27,4,0.5,10.8,306.8905102
423,0,24,21,2,1,1,0,3,4,1.2,11.3,230.4442235
424,0,23,29,2,0,0,2,0,4,0.1,3.4,140.1144377
425,0,23,2,2,1,1,2,0,5,1.2,12.8,188.9799758
426,2,37,10,1,0,0,0,19,5,0.6,19.9,356.8260262
427,1,38,20,2,1,2,1,15,6,1.4,11.6,330.3440893
428,0,24,34,1,0,0,1,4,5,0.3,15.3,184.688782
429,0,26,40,2,1,1,0,8,2,1.4,5.2,226.4487942
430,2,44,17,1,1,7,3,20,0,2.3,4.4,697.2779085
431,4,45,6,2,0,0,0,27,5,0.9,5.9,508.0163998
432,2,56,39,2,1,2,2,34,0,2.3,7.1,684.9985397
433,0,23,31,1,0,0,0,5,4,0.2,10.3,161.1258855
434,0,19,13,1,1,3,0,0,0,3.1,13.1,262.2009672
435,0,23,11,1,0,0,0,2,5,0.3,16.5,192.8336948
436,2,49,13,1,0,0,0,31,11,1.5,11.4,489.8906924
437,2,48,27,1,1,2,1,28,6,3.5,11.6,540.8464321
438,1,21,10,2,1,2,1,0,5,1.5,15.9,310.3666155
439,0,26,42,1,1,2,1,6,10,1.1,20.1,292.790506
440,0,22,47,1,0,0,0,4,2,0.2,19.8,195.014786
441,0,21,4,1,1,2,1,0,2,1,12.9,232.0481551
442,0,22,5,2,0,0,1,1,0,0.1,4.9,148.2910467
443,0,24,30,1,1,6,1,4,6,1,23.6,335.6065164
444,2,36,1,2,0,0,0,4,5,0.8,3.7,491.8527427
445,0,23,5,1,1,5,0,5,1,1.3,15.8,318.4826011
446,0,26,33,1,0,0,3,0,5,0.3,17.5,194.3472142
447,0,24,15,2,1,1,2,1,1,1.1,9.4,175.8451982
448,0,23,11,1,1,4,1,3,6,1.3,15,288.9217994
449,0,25,11,2,0,0,0,7,3,0.2,12.4,169.1400078
450,2,41,3,2,0,0,1,21,0,0.7,17.8,378.5061017
451,0,28,4,1,1,1,0,10,3,1.3,22.4,273.4677011
452,0,24,8,2,1,2,2,1,0,1.3,10.7,223.513612
453,1,44,17,2,1,2,2,22,10,2,15.2,582.6879431
454,0,25,14,2,1,1,1,5,9,1.3,8.7,252.2514872
455,4,59,32,1,0,0,2,37,6,0.9,6.4,551.6611434
456,0,25,1,1,0,0,1,5,2,0.3,10.7,170.5967
457,1,31,16,2,0,0,0,13,6,0.5,5.4,215.0389006
458,0,20,38,1,1,2,0,0,1,1,13.8,241.2454708
459,2,38,36,1,0,0,1,18,0,0.5,19.5,349.7811157
460,1,34,12,1,0,0,3,7,7,0.5,17.3,295.1419994
461,2,47,16,1,1,4,3,23,0,1.6,24.9,495.8567104
462,0,23,40,2,0,0,1,3,3,0.2,9.1,184.8047376
463,1,35,1,2,1,0,1,15,5,1,16.1,315.1747538
464,2,55,23,1,1,2,2,33,9,2.1,14.3,651.3787891
465,0,24,10,2,1,1,0,6,7,1.2,14.9,223.0720103
466,4,49,3,1,1,1,0,31,9,2.4,4.9,698.4597225
467,0,21,7,2,0,0,0,3,2,0.1,11.7,184.662242
468,3,43,33,1,0,0,0,25,5,0.8,0.7,407.7967333
469,3,39,46,2,1,1,2,17,4,1.8,12.9,469.1369142
470,1,31,7,2,1,3,2,9,0,1.6,14.6,314.7276487
471,0,20,23,1,1,4,0,2,0,1,10.4,264.1098101
472,1,35,9,1,1,3,0,17,0,1.6,25.2,364.6228318
473,0,23,25,2,1,1,1,3,9,1.1,15.9,243.0052278
474,4,49,42,1,1,0,0,31,0,1.5,15.6,550.5729698
475,3,37,41,1,0,0,1,17,0,0.8,9.6,419.6555444
476,0,23,12,2,1,2,2,0,9,1.1,12.6,225.5515273
477,3,46,2,2,0,0,2,24,0,1.2,12.2,719.211035
478,2,40,5,2,1,3,3,16,10,2.2,13.7,711.8284986
479,0,23,32,1,1,4,0,5,4,1.2,6.7,279.9146437
480,0,22,17,2,0,0,1,0,2,0.1,18.5,196.4309577
481,4,46,39,2,0,0,3,22,0,1.5,2.4,859.2153794
482,1,37,13,2,1,5,4,10,0,3.1,12.9,472.0080541
483,0,24,1,2,1,4,2,2,3,1.2,7.8,264.4675925
484,2,28,28,2,1,3,0,10,5,1.7,6.3,432.9666918
485,0,23,21,1,1,0,0,5,0,0.8,6.6,185.1405065
486,0,26,35,1,0,0,1,6,4,0.3,9,190.3227606
487,1,33,7,2,1,3,4,6,7,2.3,11.7,682.2748911
488,0,22,31,2,0,0,0,4,2,0.1,10.4,192.3652963
489,4,51,27,2,1,5,1,31,3,3.8,3.2,737.2808165
490,0,26,9,1,0,0,0,8,4,0.1,9.6,176.4246838
491,0,20,3,2,0,0,0,1,1,0.2,9.1,153.442698
492,3,42,23,1,0,0,1,22,2,0.9,15.2,484.3768961
493,1,33,12,1,0,0,3,9,0,0.4,15.8,274.3962192
494,0,26,13,2,1,1,0,8,1,2.4,6.4,252.3036764
495,0,23,24,1,0,0,2,0,4,0.2,22.2,188.1299179
496,0,24,39,2,0,0,2,1,5,0.1,12.1,173.2918259
497,4,46,18,1,0,0,2,24,3,1.1,22.3,561.0398871
498,3,43,21,1,0,0,0,25,9,0.7,16,442.504227
499,2,35,40,1,0,0,3,11,3,0.5,16.1,300.4953027
500,4,51,30,1,1,1,1,31,12,2,8.9,578.7513537
501,3,36,5,2,0,0,0,18,5,0.8,17.4,434.7821244
502,0,23,18,2,0,0,1,3,3,0.2,2.3,136.9320987
503,3,46,5,1,0,0,0,28,3,0.9,9.2,442.7228457
504,1,33,13,2,1,1,2,4,5,2.8,4.6,324.7643869
505,3,38,42,1,0,0,2,16,0,1.2,12.4,683.908049
506,3,47,38,2,1,2,1,27,17,1.9,17,547.2309383
507,1,28,2,1,1,3,3,4,0,2.3,20.4,589.8052166
508,1,19,8,2,0,0,0,0,1,0.1,8.2,217.8965956
509,0,25,24,2,0,0,0,7,0,0.2,8.9,188.5436935
510,1,37,22,2,0,0,0,19,3,0.5,6.9,248.8461857
511,3,52,45,2,1,2,1,32,4,1.7,18,580.3793868
512,1,30,38,2,0,0,1,10,2,0.5,8.4,254.7100576
513,1,31,31,1,0,0,2,9,0,1,5.5,553.6998295
514,1,46,28,1,0,0,1,26,0,1,4.9,549.4451494
515,2,29,11,2,0,0,2,7,3,0.6,3.4,288.7129902
516,3,49,47,2,1,3,0,31,4,1.8,12.2,494.7743711
517,0,22,32,1,1,1,1,2,9,1.5,14.5,310.9301697
518,2,42,1,1,1,3,0,24,4,1.7,16.2,455.5101266
519,0,22,22,2,0,0,1,0,3,0.7,9.5,323.0379989
520,2,45,35,2,1,1,0,27,5,1.6,11.6,406.690186
521,1,24,44,2,1,3,2,2,5,2,17.2,480.5520133
522,0,29,13,1,1,1,3,1,0,2.6,15.4,327.0218459
523,0,21,40,1,0,0,0,3,2,0.2,14.8,186.7168112
524,0,23,39,2,0,0,0,1,4,0.3,18.8,201.6051803
525,2,40,3,1,0,0,2,18,1,0.6,14.1,423.4885882
526,2,29,6,1,0,0,0,11,4,0.6,19.8,327.5669303
527,1,41,39,1,1,3,1,21,6,1.5,16.5,363.3378166
528,0,22,5,2,1,1,1,1,2,0.9,6.2,193.2966673
529,2,54,25,2,1,3,1,34,1,2.3,6.3,606.1444305
530,0,21,39,1,1,3,1,0,2,1.3,21,278.6342095
531,0,23,33,1,0,0,0,5,0,0.2,15,176.4083584
532,1,31,29,1,1,2,1,11,3,1.5,14,325.6684778
533,1,27,46,2,0,0,1,7,3,0.4,5.6,223.2512964
534,0,28,36,2,1,2,4,0,4,1.2,7.5,226.3919017
535,0,21,20,1,0,0,0,2,2,0.2,17.1,188.6791218
536,0,26,46,2,0,0,2,4,5,0.2,9.8,145.409537
537,0,19,38,1,0,0,0,0,4,0.1,24,203.5909199
538,0,24,8,2,0,0,1,4,6,0.1,9.1,176.8239311
539,2,43,35,1,0,0,4,16,3,1.3,21.8,786.5447539
540,2,28,43,1,1,4,3,2,0,1.5,20.9,424.3074439
541,1,18,21,1,0,0,0,0,8,0.2,15.6,228.387439
542,1,33,20,1,0,0,2,11,0,1.1,14.8,562.3310412
543,1,44,22,2,0,0,1,24,1,0.6,13.5,321.933558
544,0,23,44,1,1,6,2,0,7,1,7,308.5537885
545,2,30,46,1,0,0,0,12,4,0.7,6.7,315.0703703
546,1,44,42,1,0,0,1,24,2,0.6,18.3,314.9731073
547,3,45,29,2,0,0,0,27,4,0.9,6.2,434.78822
548,2,41,21,2,0,0,0,23,1,0.6,10.8,519.2757253
549,0,25,33,1,0,0,1,5,0,0.1,13.6,187.4514784
550,0,21,26,1,1,3,1,0,3,1.1,9.2,242.7721311
551,4,53,27,1,0,0,1,33,2,2,21.1,674.4419967
552,1,32,42,1,1,1,0,14,0,1.4,11.2,309.0964173
553,1,28,43,2,0,0,1,6,4,0.5,21.8,272.3633643
554,3,50,25,2,1,7,1,30,5,1.8,9.5,614.0651493
555,0,22,39,2,1,1,1,2,1,1.1,11.3,211.17069
556,4,59,23,2,1,4,3,35,4,2,21.4,746.9044259
557,1,31,29,1,0,0,0,13,2,0.5,13.8,269.9506199
558,0,24,7,1,0,0,0,6,1,0.2,9.4,155.1360434
559,0,24,22,1,1,0,2,1,5,1.3,6.2,369.0231195
560,2,26,32,1,1,6,0,8,0,1.6,16.5,446.1311256
561,0,25,7,1,1,2,0,7,7,1,20.8,285.3054225
562,0,22,32,2,0,0,0,4,2,0.3,8.4,130.4368109
563,0,22,45,1,1,5,0,4,0,1.5,9.9,271.8279411
564,0,23,36,1,0,0,1,3,2,0.2,20,203.2434406
565,0,24,32,2,1,1,0,6,3,1.4,3.7,200.4237663
566,1,38,39,2,0,0,0,20,7,0.6,13.4,280.4821053
567,0,24,15,1,0,0,0,6,2,0.3,6.7,173.7609855
568,3,43,21,1,0,0,3,19,7,0.6,13.4,411.0526119
569,0,25,40,1,0,0,2,1,1,0.3,11.6,182.0503838
570,0,24,12,2,0,0,1,1,0,0.1,14.8,203.327811
571,0,20,36,1,0,0,0,2,0,0.2,17.6,198.0779673
572,0,25,3,1,1,3,0,7,3,1.2,14.8,257.224924
573,0,24,26,1,0,0,2,1,3,0.2,13.1,194.2531717
574,2,46,15,1,1,7,0,28,5,1.6,17.2,519.638035
575,3,38,24,1,0,0,0,20,2,0.7,12.4,416.5129293
576,1,26,3,1,0,0,3,0,2,0.4,7.3,201.1992469
577,0,26,21,1,1,3,3,1,6,1.4,5.4,217.6015504
578,1,37,32,2,1,2,1,17,0,2,9.4,448.4779301
579,0,22,4,1,0,0,1,1,4,0.2,15.3,170.2797291
580,1,18,41,1,0,0,0,0,4,0.3,21.9,246.5997358
581,4,52,29,2,0,0,0,34,3,1,14,564.122018
582,0,22,41,1,0,0,1,2,0,0.1,17.8,195.1445584
583,0,24,5,1,1,2,0,6,5,1.4,18.8,275.8575896
584,0,25,3,2,0,0,0,7,0,0.2,8.3,201.372173
585,0,22,34,1,1,3,0,4,4,1.1,8.8,264.8714302
586,2,41,13,1,0,0,1,21,3,1.2,26.7,441.1778896
587,0,24,5,1,1,0,0,6,0,0.7,16.2,219.8998038
588,2,50,47,1,0,0,0,32,0,0.6,9.3,334.0925621
589,1,34,11,2,1,5,1,14,3,1.4,9.5,369.2922349
590,2,32,37,2,1,0,2,10,5,1.1,7,330.7273469
591,3,39,38,2,0,0,0,3,5,0.5,4.8,376.729546
592,1,26,30,1,1,2,1,6,0,1.3,12.9,274.5507308
593,0,26,26,1,0,0,2,4,1,0.2,12,211.4736467
594,0,21,32,1,1,3,0,0,11,1.2,21.1,286.9338874
595,0,21,14,2,0,0,1,0,0,0.2,1.5,155.2004648
596,0,26,26,2,0,0,0,8,5,0.2,10,202.0361301
597,1,36,24,1,0,0,1,16,8,1,18.9,521.9441398
598,1,30,39,1,0,0,4,2,2,0.3,13.9,204.593526
599,3,45,20,2,0,0,1,12,1,0.7,7.5,416.3200415
600,0,22,9,1,0,0,1,1,0,0.2,22.2,235.0305641
601,0,22,36,1,0,0,1,2,1,0.2,17.5,185.8131812
602,0,22,3,2,1,1,0,4,2,1,7.9,210.6836812
603,3,38,35,1,1,6,3,14,0,1.7,13.1,502.9368334
604,0,22,37,2,1,2,0,4,1,1.2,18.6,262.5062225
605,2,37,10,2,0,0,2,15,1,1,4.6,611.8611288
606,0,24,6,2,0,0,2,2,1,0.8,15.3,380.2920193
607,0,24,2,2,1,2,0,6,3,1.2,16.7,285.2495517
608,2,42,18,2,1,0,0,24,2,1.1,9,349.6484926
609,0,23,44,2,0,0,2,0,4,0.3,23.8,218.1887663
610,2,37,33,1,1,2,1,17,3,1.5,18.5,437.3568567
611,0,23,12,2,0,0,1,0,0,0.3,15.4,196.0727684
612,2,51,8,1,1,1,2,29,6,1.8,8.3,443.7119867
613,0,24,6,1,1,3,1,4,6,1,10.4,256.9855613
614,1,30,43,2,1,1,2,8,3,1.4,14.7,312.1031888
615,0,21,44,2,0,0,1,0,5,0.2,13.5,174.9770256
616,0,23,1,1,1,2,0,5,8,1.2,17.2,265.1547769
617,2,51,9,1,0,0,1,31,10,1.2,11.2,584.0424292
618,0,24,2,1,0,0,2,1,0,0.2,10.3,177.6280884
619,0,23,9,1,1,3,0,5,2,1.3,16,277.9115974
620,3,43,7,2,0,0,3,19,5,1.2,5.2,812.766645
621,2,38,2,1,1,2,1,10,2,2,8.3,521.2813887
622,0,23,29,2,0,0,2,0,4,0.2,6.7,180.3333976
623,0,25,7,1,1,7,0,7,4,1.4,21.2,368.2249633
624,0,26,2,2,1,1,0,2,3,1.2,12,215.9076848
625,0,24,17,1,0,0,2,1,1,0.8,11.1,392.5833011
626,2,30,15,2,1,5,0,12,4,1.5,7.4,423.6519515
627,3,45,41,2,0,0,2,23,0,0.7,11.6,411.9680448
628,4,48,24,2,1,4,0,30,9,2,1.3,586.6686703
629,3,46,26,2,1,4,0,28,5,1.7,9.4,569.7606057
630,0,22,46,1,0,0,1,2,0,0.2,17.2,192.0048456
631,3,43,13,1,1,2,1,11,7,3.5,11.3,588.7210749
632,3,41,37,1,0,0,0,23,4,0.8,13.4,441.1915102
633,3,44,20,2,1,4,2,22,12,2.2,8.6,662.7798126
634,0,22,2,1,0,0,0,4,1,0.1,17.7,198.2098685
635,1,44,43,2,0,0,0,26,0,0.7,12.8,309.8718696
636,0,24,9,1,1,2,1,4,2,1.3,12.8,242.4102629
637,0,24,3,2,0,0,0,0,3,0.3,11.2,183.0813777
638,1,31,15,2,1,1,2,9,0,1.5,5,261.0167414
639,2,41,41,1,0,0,2,19,6,1.1,8.5,619.7833529
640,0,19,43,1,1,4,0,0,5,1,14.7,279.9106887
641,1,21,24,2,1,2,1,0,8,1.4,8.6,272.6207375
642,0,23,39,1,1,3,2,0,2,1.3,14.5,311.0587482
643,1,26,34,1,1,2,1,6,5,1.4,9.1,313.9550969
644,2,32,25,2,0,0,3,8,6,1.2,7.5,629.7319179
645,0,23,8,1,1,1,1,3,3,1.4,13.6,246.937386
646,2,49,14,2,1,2,1,29,3,1.8,3.8,435.7451593
647,0,22,14,1,0,0,1,1,4,0.2,24.2,240.5497195
648,3,46,33,1,0,0,0,28,2,0.9,14.8,469.154364
649,2,39,30,2,1,1,2,17,2,2.1,7.2,521.2612605
650,1,27,8,1,1,4,4,0,6,2,5.9,686.1456299
651,1,30,36,2,1,1,3,6,0,1.3,8.1,255.6807978
652,2,63,15,2,1,0,1,43,0,1.2,0.6,386.194141
653,1,20,10,1,0,0,0,1,5,0.9,16.8,358.947037
654,3,51,8,2,0,0,1,31,3,1.2,8.5,669.341696
655,2,44,16,2,0,0,2,13,2,0.8,3.7,376.0289319
656,3,55,17,1,1,2,2,33,5,1.9,13.1,555.8837413
657,1,20,9,1,0,0,0,1,1,0.3,12.8,221.6239798
658,0,20,40,2,1,3,0,2,3,1,9.7,252.7293536
659,2,37,32,1,1,2,2,15,10,1.9,12.4,582.4699334
660,1,37,40,1,1,1,2,15,8,1.5,13.4,298.4784373
661,1,39,37,2,0,0,1,19,10,0.4,12.6,259.8355147
662,1,41,34,2,0,0,4,14,3,0.6,10.5,229.9108189
663,0,25,36,1,1,1,1,5,5,1.2,20.5,227.8202089
664,0,25,27,1,1,1,3,0,7,2.5,6.3,210.9225894
665,0,21,32,1,0,0,0,3,1,0.2,15.9,193.879038
666,0,18,33,2,1,2,0,0,5,0.9,11.4,224.8236888
667,0,26,14,1,0,0,0,8,0,0.2,17.1,230.9342438
668,2,40,35,1,0,0,3,16,3,0.6,17.4,320.3922483
669,2,42,46,1,0,0,1,22,0,0.6,10.7,366.1233309
670,2,57,17,1,0,0,0,39,7,0.7,13.3,388.8282276
671,0,20,43,1,1,1,0,2,2,1.1,24.9,261.1603198
672,3,47,17,1,1,3,3,23,6,2.3,9,805.6347978
673,0,22,35,1,0,0,1,1,5,0.2,14.9,215.8870957
674,0,26,37,2,0,0,3,1,1,0.9,9.3,500.0284713
675,2,42,29,2,1,1,0,24,1,1.7,3.5,371.2948618
676,1,36,47,2,1,4,0,18,4,1.6,11.1,345.931459
677,0,24,34,2,0,0,0,0,2,0.2,11.4,172.6231688
678,4,51,5,2,1,4,2,29,9,2,9.8,605.5030685
679,4,54,9,2,0,0,0,36,11,0.9,7.8,544.4481199
680,2,36,16,1,1,2,1,16,2,1.6,10.8,401.9418751
681,1,18,40,2,1,1,0,0,3,1.3,5.1,240.4318717
682,3,35,20,2,0,0,2,13,8,0.6,9.3,353.3838351
683,0,25,35,1,1,0,1,2,10,1.1,7.6,325.2629459
684,0,20,5,1,0,0,0,1,0,0.4,21.8,197.6900463
685,0,25,14,2,0,0,0,7,7,0.3,12.5,185.0022656
686,0,23,34,1,0,0,2,0,5,0.2,14,195.1736755
687,2,39,30,1,0,0,3,15,0,0.5,17.3,366.5671062
688,2,58,10,2,0,0,0,40,0,0.6,14.9,370.169424
689,0,22,23,2,0,0,1,2,1,0.3,3.6,167.4650943
690,0,26,11,1,1,3,3,0,0,1.3,14.7,287.2270537
691,1,31,40,1,1,2,2,9,1,2,18.3,503.9942076
692,4,57,25,1,0,0,4,30,3,1.4,13.6,1034.140336
693,1,18,16,2,1,5,0,0,0,1.2,5.5,316.2264274
694,1,43,28,1,0,0,1,23,0,1,6,512.7762459
695,0,22,27,1,1,0,0,0,2,1.3,10.3,230.2537159
696,0,21,2,2,1,0,0,3,0,0.5,7.6,169.7119552
697,1,25,6,1,1,0,0,7,5,0.8,15.8,271.1807246
698,2,48,16,1,1,1,0,30,6,1.7,9.1,425.7441079
699,0,23,34,1,0,0,1,3,0,0.2,13.5,147.8694044
700,1,18,21,1,0,0,0,0,4,0.3,23.5,250.5307418
701,0,21,33,1,1,5,0,2,2,1.2,11.5,294.8017012
702,4,56,30,1,0,0,0,38,5,1.1,20.4,555.9331015
703,0,25,14,1,1,1,3,0,6,2,6.6,450.5610637
704,2,33,21,2,1,2,1,13,0,1.4,13.3,362.7906176
705,3,46,41,1,1,3,1,26,5,1.8,6.8,519.668244
706,0,25,9,2,0,0,2,1,4,0.3,5.7,156.1518347
707,1,21,25,1,0,0,0,2,0,0.3,15,231.206166
708,0,26,24,1,1,2,0,8,0,1.3,15.4,240.5942245
709,1,18,1,2,0,0,0,0,7,0.5,19.7,236.2944766
710,0,26,21,1,1,2,0,8,4,1.2,21.6,295.7029903
711,0,21,21,2,0,0,1,0,0,0.3,3.1,152.6552527
712,2,33,2,1,0,0,0,15,0,0.6,13.8,275.3015525
713,0,23,47,2,1,3,0,5,1,1.1,8.3,241.5728084
714,0,28,38,1,0,0,3,4,3,0.1,14.7,205.0860805
715,2,23,9,1,0,0,1,3,0,0.9,10.7,452.2498701
716,1,27,37,2,1,2,0,0,9,1.4,15,307.2644463
717,3,40,25,1,0,0,0,22,5,0.7,17.1,442.1635521
718,0,21,15,2,1,3,1,0,4,1.1,25.5,304.1531109
719,0,19,15,1,1,1,0,0,2,1.1,13.9,213.5177641
720,0,26,45,1,1,1,0,8,2,1.3,11.9,239.3141357
721,3,51,33,2,1,3,0,33,10,1.8,10.7,549.3709763
722,1,24,3,2,1,1,0,6,1,1.5,1.5,260.0335323
723,2,36,37,2,1,3,1,7,5,2.2,9.8,546.6367181
724,0,21,32,1,1,2,0,3,5,1.3,17.4,241.8223481
725,4,51,36,1,1,1,1,31,0,1.8,16,601.2281319
726,0,22,34,2,0,0,1,2,2,0.1,8.3,158.6113794
727,0,22,15,2,0,0,1,0,0,0.1,11.4,200.1585166
728,2,39,29,2,1,2,1,19,6,1.7,1.8,351.138816
729,2,32,11,2,0,0,3,8,6,1.3,9.8,688.4577996
730,0,21,32,2,0,0,0,2,3,0.2,12.7,166.1723702
731,0,22,38,1,1,1,0,1,5,1.2,17.8,230.9279377
732,0,24,14,2,0,0,1,4,4,0.1,4.6,178.5913917
733,0,20,14,1,1,1,0,1,10,0.9,20.4,247.197777
734,2,47,43,1,0,0,0,29,6,0.7,6.9,394.1944877
735,2,46,2,1,0,0,1,26,2,0.6,16.9,367.6568205
736,1,29,34,2,1,6,0,11,0,1.5,7.8,399.6570193
737,3,38,22,2,0,0,2,16,8,0.7,15.1,422.5255746
738,4,52,14,2,1,1,0,34,13,1.9,10.9,609.5772127
739,0,24,45,2,1,3,2,1,5,1.1,8.9,262.3557067
740,2,43,14,1,0,0,3,19,0,1.1,13.4,727.9378576
741,0,23,38,2,1,1,0,5,0,1.2,19.9,256.4495389
742,2,36,6,1,1,3,1,16,0,1.5,0,352.0548634
743,1,32,41,1,0,0,0,14,1,0.3,21.7,286.9680359
744,2,38,40,1,1,2,0,11,12,1.8,11.3,400.916139
745,0,25,27,2,0,0,0,7,3,0.6,6.3,217.9454093
746,0,22,47,1,1,2,0,4,7,1.1,12.7,205.415425
747,2,41,10,1,0,0,3,17,6,1.3,16.5,765.4612836
748,2,30,3,1,1,6,3,6,8,2.2,7.2,665.2342284
749,0,22,1,1,0,0,1,2,4,0.6,10.8,326.3469263
750,0,22,22,2,0,0,1,0,0,0.1,8.3,150.7708401
751,3,38,12,1,0,0,1,18,4,0.7,10.6,389.2070623
752,0,24,46,2,0,0,0,6,1,0.1,4.7,141.1388436
753,1,38,29,2,1,3,2,16,5,1.4,12.4,354.8264628
754,1,34,32,2,1,3,3,10,0,1.4,8.9,352.2918926
755,1,41,34,1,0,0,2,19,1,0.5,12.7,281.7353461
756,0,25,33,2,1,4,0,7,0,1.4,9.3,280.5505489
757,2,37,5,2,0,0,3,13,0,1.2,11.6,633.5756672
758,1,22,33,1,1,1,1,2,2,1.6,9.8,405.2796089
759,1,38,6,1,1,2,1,18,8,1.7,19.7,329.3755539
760,2,40,38,2,1,2,0,22,9,1.6,19,401.8973207
761,0,26,30,2,0,0,2,4,3,0.3,7.3,184.053136
762,2,40,30,2,1,0,2,18,0,1.4,5.6,624.2066716
763,1,28,31,2,0,0,2,6,0,0.4,0,181.8677557
764,4,50,27,2,0,0,2,28,0,1.8,5.4,555.6395787
765,0,25,4,1,0,0,0,7,0,0.3,11.1,176.9454659
766,0,24,33,2,1,5,2,2,0,1.2,4.9,286.4561473
767,2,25,7,1,1,1,3,0,6,2.1,17.5,630.0911716
768,0,22,28,2,1,3,1,0,0,1.3,11.8,266.3183769
769,0,21,38,1,1,3,1,0,1,1.3,19.5,287.309672
770,2,59,11,1,0,0,0,41,3,0.8,15.5,440.9515361
771,0,22,42,1,0,0,1,2,0,0.3,1.1,132.6190779
772,0,23,3,1,1,6,1,3,1,1.3,15.9,352.4505525
773,4,48,11,2,0,0,1,28,3,0.9,7.1,531.1961257
774,1,25,13,1,0,0,0,7,8,0.8,13.1,297.3444693
775,2,36,33,1,0,0,4,7,5,1.3,14.5,845.14236
776,0,23,11,1,1,2,0,5,1,1.3,20.9,277.9807806
777,2,39,5,2,1,3,4,12,5,2.3,10.6,824.7072225
778,1,34,34,1,1,0,0,16,6,1,17.9,323.8585438
779,1,32,30,1,0,0,0,14,4,0.3,14.3,274.2186063
780,2,43,47,1,0,0,2,21,5,1.4,8.2,663.3504595
781,0,23,37,2,1,1,1,3,4,1.2,15.5,252.721416
782,2,48,13,2,0,0,3,24,12,2.4,12.4,763.4883078
783,3,44,27,1,1,3,0,26,3,3.6,18.4,657.1039313
784,1,41,1,2,1,3,0,23,9,1.5,13.4,416.7487416
785,0,20,10,1,0,0,0,0,2,0.1,12,170.870021
786,2,45,27,1,1,1,1,25,2,3.4,19.6,467.6702729
787,0,21,25,1,1,3,1,0,6,1.1,18.6,271.0009224
788,3,45,16,2,0,0,1,25,6,0.7,8.3,417.876009
789,3,39,9,2,1,4,3,15,3,1.9,11.3,504.504388
790,1,32,21,2,1,3,1,12,6,1.9,13.7,464.6231294
791,2,40,42,2,0,0,2,18,0,0.6,10.1,312.0154416
792,2,39,43,2,0,0,4,12,0,1.2,12.1,839.4655496
793,2,44,41,2,1,4,1,24,0,1.5,5.4,466.7133856
794,0,23,44,2,1,0,0,5,0,0.7,16.7,233.0859356
795,1,26,12,2,0,0,0,8,3,0.6,6.6,228.5320175
796,1,34,9,2,0,0,4,7,4,1.1,10.4,682.3047888
797,3,50,24,2,0,0,1,30,5,0.8,9,431.6064461
798,1,37,3,1,1,2,0,19,4,1.5,18.4,354.37421
799,2,37,37,1,0,0,2,15,0,1.2,13.8,646.6519674
800,0,24,37,2,1,0,1,4,5,0.9,10.3,185.3942861
801,2,34,47,1,0,0,0,16,0,0.6,13.6,272.8887162
802,1,33,15,1,0,0,0,15,3,0.5,11.5,240.8030729
803,0,24,11,2,0,0,2,1,5,0.4,6.8,171.4306868
804,2,46,23,1,0,0,0,28,9,0.7,23.3,437.4475664
805,2,38,38,2,1,2,3,14,3,1.5,15.5,371.4067
806,2,29,26,1,1,4,1,9,6,1.6,18.9,389.2546529
807,0,23,15,2,0,0,1,3,0,0.2,10.4,179.963623
808,1,38,42,1,0,0,0,20,3,0.5,12,270.6005389
809,0,25,30,1,1,2,0,7,7,1.1,17.7,228.9322198
810,1,37,21,2,0,0,1,17,0,0.4,11,246.7107001
811,0,21,6,1,0,0,1,0,2,0.2,18.9,195.2161979
812,2,37,27,2,1,4,0,19,8,3.3,11,505.7929285
813,2,44,19,2,1,3,1,24,5,1.6,5.6,452.8501031
814,3,45,46,2,0,0,0,27,0,0.8,14.5,431.2766698
815,0,23,46,1,0,0,2,0,3,0.5,9.6,156.298742
816,2,39,21,2,0,0,0,21,8,0.6,10.9,324.217497
817,0,24,24,1,1,1,2,2,5,1.8,2.4,377.5537585
818,1,36,22,1,0,0,3,12,8,1.1,9.7,645.4541856
819,1,33,40,1,0,0,1,13,4,0.6,14.8,318.3704713
820,3,58,44,2,0,0,2,36,11,1,20.9,528.955261
821,1,35,47,2,1,2,1,15,8,1.4,16.6,329.2296313
822,0,25,4,2,1,4,2,2,7,1.1,22.7,348.9001599
823,0,20,42,1,1,1,0,1,4,1.2,18.8,230.1604535
824,2,53,22,2,1,2,1,33,7,1.8,7.5,434.2728063
825,2,52,16,2,0,0,0,34,8,0.7,13.1,364.4386324
826,0,23,43,1,1,2,2,0,0,1,21.5,278.1742291
827,3,51,45,2,1,1,4,24,3,1.8,15.3,545.8541918
828,2,38,13,2,0,0,4,11,5,2.7,8.1,764.8517433
